NDB_No,Shrt_Desc,Energ_Kcal,Energ_Kcal,Protein_(g),Carbohydrt_(g),Vit_C_(mg),Sodium_(mg),Calcium_(mg),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2
18944,"PIE,DUTCH APPL,COMMLY PREP",290,290,2.17,44.54,5.7,200,14,0,131,".125 pie,  1 pie (1/8 of 9"" pie)",137,1 slice
18317,"PIE,EGG CUSTARD,COMMLY PREP",210,210,5.5,20.8,0.6,275,80,33,28.35,1 oz,105,"1 piece,  (1/6 of 8"" pie)"
18444,"PIE,FRIED PIES,CHERRY",316,316,3,42.6,1.3,374,22,0,28.35,1 oz,128,"1 pie,  (5"" x 3-3/4"")"
18319,"PIE,FRIED PIES,FRUIT",316,316,3,42.6,1.3,333,22,0,28.35,1 oz,128,"1 pie,  (5"" x 3-3/4"")"
18445,"PIE,FRIED PIES,LEMON",316,316,3,42.6,0,374,22,0,28.35,1 oz,128,"1 pie,  (5"" x 3-3/4"")"
18320,"PIE,LEMON MERINGUE,COMMLY PREP",268,268,1.5,47.2,3.2,172,56,45,28.35,1 oz,113,"1 piece,  (1/6 of 8"" pie)"
18321,"PIE,LEMON MERINGUE,PREP FROM RECIPE",285,285,3.8,39.1,3.3,242,12,53,28.35,1 oz,127,"1 piece,  (1/8 of 9"" dia)"
18322,"PIE,MINCE,PREP FROM RECIPE",289,289,2.6,48,5.9,254,22,0,28.35,1 oz,165,"1 piece,  (1/8 of 9"" dia)"
18323,"PIE,PEACH",224,224,1.9,32.9,0.9,217,8,0,28.35,1 oz,117,"1 piece,  (1/6 of 8"" pie)"
18324,"PIE,PECAN,COMMLY PREP",407,407,4.5,59.61,0,275,22,42,28.35,1 oz,133,1 slice
18325,"PIE,PECAN,PREP FROM RECIPE",412,412,4.9,52.2,0.2,262,32,87,28.35,1 oz,122,"1 piece,  (1/8 of 9"" dia)"
18326,"PIE,PUMPKIN,COMMLY PREP",243,243,3.9,34.83,0,239,64,26,28.35,1 oz,133,1 slice
18327,"PIE,PUMPKIN,PREP FROM RECIPE",204,204,4.5,26.4,1.7,225,94,42,28.35,1 oz,155,"1 piece,  (1/8 of 9"" dia)"
18328,"PIE,VANILLA CRM,PREP FROM RECIPE",278,278,4.8,32.6,0.5,260,90,62,28.35,1 oz,126,"1 piece,  (1/8 of 9"" dia)"
16402,"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,W/SALT",121,121,6.76,23.25,0,241,43,0,168,1 cup,,
16102,"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",121,121,6.76,23.25,0,5,43,0,168,1 cup,,
16101,"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",343,343,21.7,62.78,0,17,130,0,205,1 cup,,
11826,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",111,111,5.96,19.49,28.1,240,41,0,153,1 cup,,
11345,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",111,111,5.96,19.49,28.1,5,41,0,153,1 cup,,
11344,"PIGEONPEAS,IMMAT SEEDS,RAW",136,136,7.2,23.88,39,5,42,0,154,1 cup,4,10 seeds
15063,"PIKE,NORTHERN,CKD,DRY HEAT",113,113,24.69,0,3.8,49,73,50,85,3 oz,155,.5 fillet
15062,"PIKE,NORTHERN,RAW",88,88,19.26,0,3.8,39,57,39,85,3 oz,198,.5 fillet
15204,"PIKE,WALLEYE,CKD,DRY HEAT",119,119,24.54,0,0,65,141,110,124,1 fillet,85,3 oz
15064,"PIKE,WALLEYE,RAW",93,93,19.14,0,0,51,110,86,85,3 oz,159,1 fillet
35234,"PIKI BREAD,MADE FROM BLUE CORNMEAL (HOPI)",390,390,9.06,72.22,,60,184,,28,1 piece,19,1 piece
18634,"PILLSBURY GOLDEN LAYER BTTRMLK BISCUITS,ART FLAVOR,REFR",307,307,5.88,41.18,,1059,,0,34,1 serving,,
18633,"PILLSBURY GRANDS,BTTRMLK BISCUITS,REFR DOUGH",293,293,6.16,42.41,0,1066,23,0,34,1 biscuit,,
18629,"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",236,236,6.4,47.07,0,854,23,0,64,1 biscuit,64,1 serving
18630,"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",450,450,3.82,60.75,0,326,14,6,38,"1 serving,  2 cookies",,
18635,"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH",330,330,4.34,53.42,0.1,780,28,0,44,"1 serving,  1 roll with icing",,
18631,"PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH",243,243,8.59,46.35,0,575,19,0,52,1 serving,,
18632,"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",441,441,4.8,78.3,,292,,,30,1 serving,,
11943,"PIMENTO,CANNED",23,23,1.1,5.1,84.9,14,6,0,12,1 tbsp,192,1 cup
12149,"PINE NUTS,PINYON,DRIED",629,629,11.57,19.3,2,72,8,0,28.35,1 oz,1,10 nuts
9409,"PINEAPPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",53,53,0.36,12.87,43.8,2,13,0,250,1 cup,31.3,1 fl oz
9273,"PINEAPPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",53,53,0.36,12.87,10,2,13,0,250,1 cup,31.3,1 fl oz
9510,"PINEAPPLE JUC,CND,NOT FROM CONC,UNSWTND,W/ ADD VIT A,C & E",50,50,0.36,12.18,31.3,3,14,0,250,1 cup,31.3,1 fl oz
9275,"PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",51,51,0.4,12.67,12,1,13,0,250,1 cup,31.2,1 fl oz
9274,"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",179,179,1.3,44.3,42,3,39,0,216,"1 can,  (6 fl oz)",,
9271,"PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS",83,83,0.34,21.5,7.3,1,14,0,260,"1 cup, crushed, sliced, or chunks",,
9267,"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS",32,32,0.43,8.3,7.7,1,15,0,246,"1 cup, crushed, sliced, or chunks",47,"1 slice,  or ring (3"" dia) with liquid"
9270,"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS",78,78,0.35,20.2,7.4,1,14,0,254,"1 cup, crushed, sliced, or chunks",49,"1 slice,  or ring (3"" dia) with liquid"
9354,"PINEAPPLE,CND,JUC PK,DRND",60,60,0.51,15.56,9.4,1,16,0,181,"1 cup, chunks",195,"1 cup, crushed"
9268,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS",60,60,0.42,15.7,9.5,1,14,0,249,"1 cup, crushed, sliced, or chunks",47,"1 slice,  or ring (3"" dia) with liquid"
9269,"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS",52,52,0.36,13.45,7.5,1,14,0,252,"1 cup, crushed, sliced, or chunks",48,"1 slice,  or ring (3"" dia) with liquid"
9272,"PINEAPPLE,FRZ,CHUNKS,SWTND",86,86,0.4,22.2,8,2,9,0,245,"1 cup, chunks",,
9266,"PINEAPPLE,RAW,ALL VAR",50,50,0.54,13.12,47.8,1,13,0,165,"1 cup, chunks",905,1 fruit
9430,"PINEAPPLE,RAW,EX SWT VAR",51,51,0.53,13.5,56.4,1,13,,165,"1 cup, chunks",166,"1 slice,  (4-2/3"" dia x 3/4"" thick)"
9429,"PINEAPPLE,RAW,TRADITIONAL VAR",45,45,0.55,11.82,16.9,1,13,,165,"1 cup, chunks",175,"1 slice,  (4-2/3"" dia x 3/4"" thick)"
35207,"PINON NUTS,RSTD (NAVAJO)",541,541,7.41,51.06,0,310,18,,,,,
12652,"PISTACHIO NUTS,DRY RSTD,W/SALT",569,569,21.05,27.55,3,428,107,0,123,1 cup,28.35,"1 oz,  (49 kernels)"
12152,"PISTACHIO NUTS,DRY RSTD,WO/SALT",572,572,21.05,28.28,3,6,107,0,123,1 cup,28.35,"1 oz,  (49 kernels)"
12151,"PISTACHIO NUTS,RAW",560,560,20.16,27.17,5.6,1,105,0,123,1 cup,28.35,"1 oz,  (49 kernels)"
9276,"PITANGA,(SURINAM-CHERRY),RAW",33,33,0.8,7.49,26.3,3,9,0,173,1 cup,7,"1 fruit, without refuse"
21271,"PIZZA HUT 12"" CHS PIZZA,HAND-TOSSED CRUST",271,271,11.93,31.22,0,685,209,24,96,1 slice,738,1 pizza
21272,"PIZZA HUT 12"" CHS PIZZA,PAN CRUST",280,280,11.73,29.93,0,624,208,21,100,1 slice,728,1 pizza
21273,"PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST",303,303,15.29,28.64,0,784,278,34,69,1 slice,573,1 pizza
21274,"PIZZA HUT 12"" PEPPERONI PIZZA,HAND-TOSSED CRUST",280,280,12.86,31.55,0,801,155,26,96,1 slice,744,1 pizza
21275,"PIZZA HUT 12"" PEPPERONI PIZZA,PAN CRUST",298,298,11.97,30.49,0,692,146,25,96,1 slice,778,1 pizza
21276,"PIZZA HUT 12"" SUPER SUPREME PIZZA,HAND-TOSSED CRUST",243,243,10.9,25.62,0,689,129,20,127,1 slice,1107,1 pizza
21293,"PIZZA HUT 14"" CHS PIZZA,HAND-TOSSED CRUST",275,275,11.98,33.42,2,674,209,18,105,1 slice,841,1 pizza
21294,"PIZZA HUT 14"" CHS PIZZA,PAN CRUST",276,276,10.85,32.85,1.9,580,192,18,112,1 slice,897,1 pizza
21512,"PIZZA HUT 14"" CHS PIZZA,STUFFED CRUST",274,274,12.23,30,3.1,615,238,30,117,1 slice,937,1 pizza
21295,"PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",306,306,13.37,34.22,4.2,857,284,30,79,1 slice,641,1 pizza
21296,"PIZZA HUT 14"" PEPPERONI PIZZA,HAND-TOSSED CRUST",291,291,12.23,32.11,1,759,166,26,110,1 slice,883,1 pizza
21297,"PIZZA HUT 14"" PEPPERONI PIZZA,PAN CRUST",291,291,11.47,31.79,1,676,147,23,113,1 slice,909,1 pizza
21491,"PIZZA HUT 14"" PEPPERONI PIZZA,THIN 'N CRISPY CRUST",333,333,14.13,32.66,2.8,967,196,37,80,1 slice,634,1 pizza
21497,"PIZZA HUT 14"" SAUSAGE PIZZA,HAND-TOSSED CRUST",287,287,11.92,29.39,2.8,671,150,26,119,1 slice,952,1 pizza
21498,"PIZZA HUT 14"" SAUSAGE PIZZA,PAN CRUST",287,287,11.08,29.56,1.6,596,132,23,125,1 slice,1003,1 pizza
21496,"PIZZA HUT 14"" SAUSAGE PIZZA,THIN 'N CRISPY CRUST",323,323,13.95,28.7,3,839,193,37,92,1 slice,737,1 pizza
21298,"PIZZA HUT 14"" SUPER SUPREME PIZZA,HAND-TOSSED CRUST",248,248,11.34,26.01,0.6,658,104,28,123,1 slice,1313,1 pizza
21525,"PIZZA HUT,BREADSTICK,PARMESAN GARLIC",343,343,12.2,44.48,,539,87,7,43,1 breadstick,,
32012,"PIZZA ROLLS,FRZ,UNPREP",328,328,8.73,50.72,0,599,125,6,80,"1 serving,  6 rolls",,
21224,"PIZZA,CHS TOPPING,REG CRUST,FRZ,CKD",268,268,10.36,29.02,1.2,447,179,14,81,"1 serving,  9 servings per 24 oz package",151,"1 serving,  3 servings per 15.1 oz package"
21225,"PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD",260,260,12.37,32.91,1.9,556,177,16,139,"1 serving,  6 servings per 29.25 oz package",149,"1 serving,  4 servings per 19.7 oz package"
21505,"PIZZA,CHS TOPPING,THIN CRUST,FRZ,CKD",263,263,11.91,28.8,0.1,471,228,21,69,1 slice,556,1 pie
21226,"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD",276,276,11.28,25.14,3.4,555,152,16,143,"1 serving,  5 servings per 24.2 oz package",129,"1 serving,  5 servings per 22.85 oz package"
21227,"PIZZA,MEAT & VEG TOPPING,RISING CRUST,FRZ,CKD",271,271,12.63,28.78,4.2,640,155,19,170,"1 serving,  6 servings per 34.98 oz package",149,"1 serving,  6 servings per 30.7 oz package"
22902,"PIZZA,MEAT TOPPING,THICK CRUST,FRZ,CKD",274,274,11.76,30.76,1.1,690,150,21,103,"1 slice, 1/8 of 12"" pizza",127,"1 slice, 1/8 of 14"" pizza"
22903,"PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD",274,274,14.38,24.69,1.9,590,168,27,127,".25 pizza,  12"" diameter",532,"1 pizza,  12"" diameter"
9278,"PLANTAINS,COOKED",116,116,0.79,31.15,10.9,5,2,0,200,"1 cup, mashed",154,"1 cup, slices"
9446,"PLANTAINS,GRN,FRIED",309,309,1.5,49.17,3.4,2,4,,118,1 cup,53,"10 slices,  (1/4"" thick)"
9277,"PLANTAINS,RAW",122,122,1.3,31.89,18.4,4,3,0,148,"1 cup, sliced",179,1 medium
9447,"PLANTAINS,YEL,FRIED,LATINO RESTAURANT",236,236,1.42,40.77,,6,6,,169,1 cup,,
9379,"PLUMS,CND,HVY SYRUP,DRND",89,89,0.44,23.12,0.4,19,10,0,183,"1 cup, with pits yields",,
9285,"PLUMS,CND,PURPLE,EX HVY SYRUP PK,SOL&LIQUIDS",101,101,0.36,26.31,0.4,19,9,0,261,"1 cup,  pitted",,
9281,"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS",41,41,0.39,11.03,2.7,1,7,0,249,"1 cup,  pitted",46,"1 plum,  with liquid"
9284,"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS",89,89,0.36,23.24,0.4,19,9,0,258,"1 cup,  pitted",46,"1 plum,  with liquid"
9282,"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS",58,58,0.51,15.15,2.8,1,10,0,252,"1 cup,  pitted",46,"1 plum,  with liquid"
9283,"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS",63,63,0.37,16.28,0.4,20,9,0,252,"1 cup,  pitted",46,"1 plum,  with liquid"
9293,"PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR",124,124,1.09,32.88,2.7,2,21,0,248,"1 cup,  pitted",,
9292,"PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",107,107,0.96,28.08,2.9,1,19,0,248,"1 cup,  pitted",,
9291,"PLUMS,DRIED (PRUNES),UNCKD",240,240,2.18,63.88,0.6,2,43,0,174,"1 cup, pitted",9.5,"1 prune, pitted"
9279,"PLUMS,RAW",46,46,0.7,11.42,9.5,0,6,0,165,"1 cup, sliced",66,"1 fruit,  (2-1/8"" dia)"
35206,"PLUMS,WILD (NORTHERN PLAINS INDIANS)",91,91,0.43,21.95,10.3,4,11,,161,1 cup,,
11349,POI,112,112,0.38,27.23,4,12,16,0,240,1 cup,,
11827,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT",20,20,2.3,3.1,82,254,53,0,165,1 cup,,
11351,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,WO/SALT",20,20,2.3,3.1,82,18,53,0,165,1 cup,10,1 tbsp
11350,"POKEBERRY SHOOTS,(POKE),RAW",23,23,2.6,3.7,136,23,53,0,160,1 cup,,
7059,"POLISH SAUSAGE,PORK",326,326,14.1,1.63,1,876,12,70,85,3 oz,227,"1 sausage,  (10"" long x 1-1/4"" dia)"
15205,"POLLOCK,ATLANTIC,CKD,DRY HEAT",118,118,24.92,0,0,110,77,91,85,3 oz,151,.5 fillet
15065,"POLLOCK,ATLANTIC,RAW",92,92,19.44,0,0,86,60,71,85,3 oz,193,.5 fillet
9442,"POMEGRANATE JUC,BTLD",54,54,0.15,13.13,0.1,9,11,0,249,1 cup,31.4,1 fl oz
9286,"POMEGRANATES,RAW",83,83,1.67,18.7,10.2,3,10,0,87,".5 cup, arils (seed/juice sacs)",282,"1 pomegranate,  (4"" dia)"
15069,"POMPANO,FLORIDA,CKD,DRY HEAT",211,211,23.69,0,0,76,43,64,88,1 fillet,85,3 oz
15068,"POMPANO,FLORIDA,RAW",164,164,18.48,0,0,65,22,50,28.35,"1 oz, boneless",112,1 fillet
25026,"Popcor, microwav, regula (butter) flavo, mad with pal oil",535,535,8.38,57.26,0,763,23,0,7.9,1 cup,87,1 bag
19034,"POPCORN,AIR-POPPED",387,387,12.94,77.78,0,8,7,0,8,1 cup,28.35,1 oz
19036,"POPCORN,CAKES",384,384,9.7,80.1,0,288,9,0,10,1 cake,20,2 cakes
19038,"POPCORN,CARAMEL-COATED,W/PNUTS",400,400,6.4,80.7,0,177,66,0,28.35,"1 oz,  (approx 2/3 cup)",57,2 oz
19039,"POPCORN,CARAMEL-COATED,WO/PNUTS",431,431,3.8,79.1,0,206,43,0,28.35,1 oz,,
19040,"POPCORN,CHEESE-FLAVOR",526,526,9.3,51.6,0.5,889,113,11,11,1 cup,28.35,1 oz
43572,"POPCORN,MICROWAVE,LOFAT&NA",429,429,12.6,73.39,0,490,11,0,28.35,1 oz,,
25000,"POPCORN,OIL-POPPED,LOFAT",402,402,10.72,76.04,0,571,14,0,28.35,1 oz,,
25001,"POPCORN,OIL-POPPED,LOFAT",424,424,12.6,72,0,540,11,0,28.35,1 oz,,
19436,"POPCORN,SUGAR SYRUP/CARAMEL,FAT-FREE",381,381,2,90.06,0,286,18,0,28.35,1 oz,,
21442,"POPEYES, CHICK,MILD,BREAST,MEAT ONLY,SKN & BRDING REMOVED",157,157,28.98,0,,526,20,97,132,"1 breast, without skin",99,"1 breast, bone and skin removed"
21415,"POPEYES,BISCUIT",401,401,6,40.95,,745,108,2,60,1 biscuit,,
21416,"POPEYES,COLESLAW",161,161,0.98,14.12,14.7,218,31,7,120,1 package,190,1 cup
21445,"POPEYES,FRIED CHCK,MILD,THIGH,MEAT ONLY,SKN & BRDING REMOVED",188,188,24.31,0.85,,601,34,131,83,"1 thigh, thigh without skin",54,"1 thigh, bone and skin removed"
21456,"POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING",274,274,21.67,9.83,,540,23,98,194,"1 breast, with skin",132,"1 breast, without skin"
21457,"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT & SKN W/ BREADING",293,293,20.44,9.84,,588,20,108,76,"1 drumstick, with skin",59,"1 drumstick, without skin"
21443,"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY,SKN & BREADING RE",170,170,26.51,0.04,,478,16,127,44,"1 drumstick, bone and skin removed",59,"1 drumstick, without skin"
21444,"POPEYES,FRIED CHICK,MILD,SKN & BREADING",433,433,13.96,21.54,,769,26,82,,,,
21458,"POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING",310,310,19.14,11.2,,685,30,107,138,"1 thigh, with skin",83,"1 thigh, without skin"
21459,"POPEYES,FRIED CHICK,MILD,WING,MEAT & SKN W/ BREADING",338,338,20.4,13.52,,788,31,114,57,"1 wing, with skin",35,"1 wing, without skin"
21446,"POPEYES,FRIED CHICK,MILD,WING,MEAT ONLY,SKN & BRDING REMOVED",212,212,28.94,2.9,,814,38,156,16,"1 wing, without skin, bone and breading",,
21417,"POPEYES,MILD CHICK STRIPS,ANALYZED 2006",271,271,19.2,19.31,0,922,12,52,54,1 strip,,
21418,"POPEYES,SPICY CHICK STRIPS,ANALYZED 2006",253,253,19.61,18.52,0,997,12,53,53,1 strip,,
18339,"POPOVERS,DRY MIX,ENRICHED",371,371,10.4,71,0.1,906,32,0,28.35,1 oz,170,"1 package,  (6 oz)"
18447,"POPOVERS,DRY MIX,UNENR",371,371,10.4,71,0.1,906,32,0,28.35,1 oz,170,"1 package,  (6 oz)"
2033,POPPY SEED,525,525,17.99,28.13,1,26,1438,0,2.8,1 tsp,8.8,1 tbsp
10060,PORK  FRSH  LOIN  TENDERLOIN   LN ONLY  RAW,109,109,20.95,0,0,53,5,65,85,3 oz,453.6,1 lb
7957,"PORK & TURKEY SAUSAGE,PRE-COOKED",342,342,12.05,3.63,0.7,876,74,72,57,1 serving,,
10981,"PORK LOIN,FRSH,BACKRIBS,BONE-IN,COOKED-ROASTED,LN",255,255,24.15,0,0,98,44,84,85,3 oz,878,1 ribs
10980,"PORK LOIN,FRSH,BACKRIBS,BONE-IN,RAW,LN",172,172,20.85,0,0,95,26,66,114,4 oz,1071,1 ribs
42190,"PORK SAUSAGE RICE LINKS,BROWN&SERVE,CKD",407,407,13.7,2.36,0,689,15,66,45,"2 links,  1 NLEA serving",60,"3 links,  1 NLEA serving"
7064,"PORK SAUSAGE,LINK/PATTY,CKD,PAN-FRIED",325,325,18.53,1.42,0,814,9,86,27,1 patty,23,1 link
7953,"PORK SAUSAGE,LINK/PATTY,FULLY CKD,MICROWAVED",438,438,15.12,0.62,0,990,17,79,30,1 patty,21,1 link
7967,"PORK SAUSAGE,LINK/PATTY,FULLY CKD,UNHTD",392,392,13.46,0.69,0,810,16,74,23,1 link,37,1 patty
7966,"PORK SAUSAGE,LINK/PATTY,RED FAT,CKD,PAN-FRIED",267,267,20.94,0.15,0,698,19,82,85,3 oz,343,1 package
7965,"PORK SAUSAGE,LINK/PATTY,RED FAT,UNPREP",217,217,16.75,0.2,0,581,15,67,85,3 oz,343,1 package
7063,"PORK SAUSAGE,LINK/PATTY,UNPREP",288,288,15.39,0.93,0,739,8,70,25,1 link,,
7978,"PORK SAUSAGE,RED NA,CKD",271,271,9.41,8.13,0,294,0,59,85,3 oz,,
19408,"PORK SKINS,BARBECUE-FLAVOR",538,538,57.9,1.6,1.5,2667,43,115,28.35,1 oz,14.2,.5 oz
19041,"PORK SKINS,PLAIN",544,544,61.3,0,0.5,1818,30,95,28.35,1 oz,14.2,.5 oz
7065,"PORK&BF SAUSAGE,FRSH,CKD",396,396,13.8,2.7,0,929,10,71,13,"1 link,  (raw dimensions: 4"" long x 7/8"" dia), cooked",27,"1 patty, cooked (raw dimensions: 3-7/8"" dia x 1/4"" thick)"
10864,"PORK,BACON,RENDERED FAT,CKD",898,898,0.07,0,0,27,1,97,85,3 oz,,
10860,"PORK,CURED,BACON,CKD,BKD",548,548,35.73,1.35,0,2193,10,107,8.1,"1 slice, cooked",,
43378,"PORK,CURED,BACON,CKD,BRLD,PAN-FRIED OR RSTD,RED NA",541,541,37.04,1.43,0,1030,11,110,8,"1 slice, cooked",,
10861,"PORK,CURED,BACON,CKD,MICROWAVED",476,476,39.01,0.48,0,1783,13,111,9.1,"1 slice, cooked",28,"1 slice, raw"
10862,"PORK,CURED,BACON,PRE-SLICED,CKD,PAN-FRIED",468,468,33.92,1.7,0,1684,11,99,11.5,1 slice,,
10123,"PORK,CURED,BACON,UNPREP",417,417,12.62,1.28,0,662,5,66,28,"1 slice, raw",442,1 package
10128,"PORK,CURED,BRKFST STRIPS,RAW OR UNHTD",388,388,11.74,0.7,27.2,987,8,69,85,3 oz,68,3 slices
10167,"PORK,CURED,FAT (FROM HAM&ARM PICNIC),RSTD",591,591,7.64,0,0,624,8,86,28.35,1 oz,85,3 oz
10166,"PORK,CURED,FAT (FROM HAM&ARM PICNIC),UNHTD",579,579,5.68,0.09,0,505,5,68,28.35,1 oz,85,3 oz
10132,"PORK,CURED,FEET,PICKLED",140,140,11.63,0.01,0,946,32,83,28.35,1 oz,453.6,1 lb
10913,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN & FAT,HTD,RSTD",161,161,20.1,0.99,0,1101,8,63,85,"1 serving,  (3 oz)",2970,"1 roast, rump"
10912,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN & FAT,UNHTD",172,172,13.99,0.8,0,1069,6,54,28.35,1 oz,453.6,1 lb
10865,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,HTD,RSTD",121,121,21.41,0.87,0,1150,8,62,85,"1 serving,  (3 oz)",2970,"1 roast, rump"
10866,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,UNHTD",95,95,15.43,0.67,0,1170,7,53,85,3 oz,,
10914,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,HTD,RSTD",200,200,18.62,1.35,0,988,9,66,85,"1 serving,  (3 oz)",3054,"1 roast, shank"
10911,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,UNHTD",167,167,16.65,0.66,0,964,7,52,28.35,1 oz,453.6,1 lb
10867,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN,HTD,RSTD",128,128,20.92,1.2,0,1060,9,65,85,"1 serving,  (3 oz)",3054,"1 roast, shank"
10885,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN,UNHTD",91,91,18.65,0.71,0,1040,7,50,85,3 oz,,
10915,"PORK,CURED,HAM -- H2O ADDED,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",166,166,20.8,1.54,0,1309,11,66,85,"1 serving,  (3 oz)",436,1 slice
10916,"PORK,CURED,HAM -- H2O ADDED,SLCE,BNLESS,LN & FAT,HTD,PAN-BRL",125,125,18.62,1.72,0,1212,9,54,85,"1 serving,  (3 oz)",189,1 slice
10878,"PORK,CURED,HAM -- H2O ADDED,SLICE,BNLESS,LN,HTD,PAN-BROIL",119,119,18.82,1.75,0,1223,9,54,85,"1 serving,  (3 oz)",189,1 slice
10910,"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN & FAT,UNHTD",164,164,15.73,1.1,0,1011,8,55,28.35,1 oz,453.6,1 lb
10868,"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN,HTD,PAN-BROIL",131,131,22.04,1.48,0,1374,11,65,85,"1 serving,  (3 oz)",436,1 slice
10886,"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN,UNHTD",95,95,17.38,1.23,0,1090,9,54,85,3 oz,,
10917,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,HTD,RSTD",126,126,17.77,1.54,0,1181,9,54,85,"1 serving,  (3 oz)",1867,1 roast
10909,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,UNHTD",121,121,17.06,1.42,0,1126,8,50,28.35,"1 oz, whole",453.6,"1 lb, whole"
10879,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN,HTD,RSTD",117,117,17.99,1.57,0,1193,9,53,85,3 oz,1867,"1 roast, whole"
10880,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN,UNHTD",110,110,17.34,1.45,0,1141,8,50,85,3 oz,,
10920,"PORK,CURED,HAM & H2O PRDCT,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",155,155,19.85,1.41,0,1188,11,64,85,"1 serving,  (3 oz)",446,1 slice
10921,"PORK,CURED,HAM & H2O PRDCT,SLICE,BNLESS,LN & FAT,HTD,PAN-BRL",124,124,15.08,4.69,0,1389,8,45,136,1 slice,85,"1 serving,  (3 oz)"
10918,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,HTD,RSTD",186,186,19.46,1.15,0,1181,10,67,85,"1 serving,  (3 oz)",2533,"1 roast, rump"
10908,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,UNHTD",179,179,16.09,1.35,0,990,9,58,28.35,"1 oz, rump",453.6,"1 lb, rump"
10877,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,HTD,RSTD",131,131,21.28,1.15,0,1267,10,66,85,"1 serving,  (3 oz)",2533,"1 roast, rump"
10887,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,UNHTD",107,107,17.93,1.24,0,1070,10,58,28.35,1 oz,453.6,1 lb
